ISO|Time|Value
GRD|02/07/2021|0
GRD|02/14/2021|0
GRD|02/21/2021|3
GRD|02/28/2021|
GRD|03/07/2021|
GRD|03/14/2021|8
GRD|03/21/2021|9
GRD|03/28/2021|9
GRD|04/04/2021|10
GRD|04/11/2021|10
GRD|04/18/2021|12
GRD|04/25/2021|14
GRD|05/02/2021|15
GRD|05/09/2021|17
GRL|01/24/2021|5
GRL|01/31/2021|
GRL|02/07/2021|
GRL|02/14/2021|
GRL|02/21/2021|
GRL|02/28/2021|9
GRL|03/07/2021|
GRL|03/14/2021|
GRL|03/21/2021|
GRL|03/28/2021|
GRL|04/04/2021|17
GRL|04/11/2021|19
GRL|04/18/2021|23
GRL|04/25/2021|25
GRL|05/02/2021|25
GRL|05/09/2021|29
GRL|05/16/2021|35
GRL|05/23/2021|36
GTM|02/21/2021|0
GTM|02/28/2021|0
GTM|03/07/2021|0
GTM|03/14/2021|0
GTM|03/21/2021|1
GTM|03/28/2021|1
GTM|04/04/2021|1
GTM|04/11/2021|1
GTM|04/18/2021|1
GTM|04/25/2021|1
GTM|05/02/2021|1
GTM|05/09/2021|2
GTM|05/16/2021|2
GTM|05/23/2021|2
GUY|02/07/2021|0
GUY|02/14/2021|0
GUY|02/21/2021|0
GUY|02/28/2021|
GUY|03/07/2021|
GUY|03/14/2021|2
GUY|03/21/2021|
GUY|03/28/2021|5
GUY|04/04/2021|
GUY|04/11/2021|9
GUY|04/18/2021|14
GUY|04/25/2021|16
GUY|05/02/2021|20
GUY|05/09/2021|
GUY|05/16/2021|
GUY|05/23/2021|31
HKG|02/21/2021|0
HKG|02/28/2021|1
HKG|03/07/2021|2
HKG|03/14/2021|4
HKG|03/21/2021|6
HKG|03/28/2021|7
HKG|04/04/2021|11
HKG|04/11/2021|14
HKG|04/18/2021|17
HKG|04/25/2021|19
HKG|05/02/2021|23
HKG|05/09/2021|26
HKG|05/16/2021|28
HKG|05/23/2021|30
HND|02/28/2021|0
HND|03/07/2021|
HND|03/14/2021|0
HND|03/21/2021|0
HND|03/28/2021|1
HND|04/04/2021|1
HND|04/11/2021|
HND|04/18/2021|
HND|04/25/2021|
HND|05/02/2021|
HND|05/09/2021|1
HND|05/16/2021|2
HND|05/23/2021|2
HRV|01/03/2021|1
HRV|01/10/2021|1
HRV|01/17/2021|2
HRV|01/24/2021|2
HRV|01/31/2021|2
HRV|02/07/2021|3
HRV|02/14/2021|3
HRV|02/21/2021|5
HRV|02/28/2021|6
HRV|03/07/2021|7
HRV|03/14/2021|9
HRV|03/21/2021|10
HRV|03/28/2021|13
HRV|04/04/2021|14
HRV|04/11/2021|17
HRV|04/18/2021|19
HRV|04/25/2021|22
HRV|05/02/2021|27
HRV|05/09/2021|33
HRV|05/16/2021|39
HRV|05/23/2021|40
HUN|01/03/2021|0
HUN|01/10/2021|1
HUN|01/17/2021|2
HUN|01/24/2021|3
HUN|01/31/2021|4
HUN|02/07/2021|5
HUN|02/14/2021|7
HUN|02/21/2021|10
HUN|02/28/2021|13
HUN|03/07/2021|18
HUN|03/14/2021|21
HUN|03/21/2021|27
HUN|03/28/2021|33
HUN|04/04/2021|42
HUN|04/11/2021|48
HUN|04/18/2021|53
HUN|04/25/2021|63
HUN|05/02/2021|70
HUN|05/09/2021|76
HUN|05/16/2021|83
HUN|05/23/2021|87
IDN|01/10/2021|0
IDN|01/17/2021|0
IDN|01/24/2021|0
IDN|01/31/2021|0
IDN|02/07/2021|1
IDN|02/14/2021|1
IDN|02/21/2021|1
IDN|02/28/2021|1
IDN|03/07/2021|2
IDN|03/14/2021|3
IDN|03/21/2021|4
IDN|03/28/2021|4
IDN|04/04/2021|6
IDN|04/11/2021|6
IDN|04/18/2021|7
IDN|04/25/2021|7
IDN|05/02/2021|8
IDN|05/09/2021|8
IDN|05/16/2021|9
IDN|05/23/2021|9
IMN|01/17/2021|4
IMN|01/24/2021|8
IMN|01/31/2021|13
IMN|02/07/2021|16
IMN|02/14/2021|20
IMN|02/21/2021|25
IMN|02/28/2021|29
IMN|03/07/2021|36
IMN|03/14/2021|39
IMN|03/21/2021|56
IMN|03/28/2021|64
IMN|04/04/2021|72
IMN|04/11/2021|76
IMN|04/18/2021|80
IMN|04/25/2021|85
IMN|05/02/2021|88
IMN|05/09/2021|91
IMN|05/16/2021|96
IMN|05/23/2021|102
IND|01/10/2021|0
IND|01/17/2021|0
IND|01/24/2021|0
IND|01/31/2021|0
IND|02/07/2021|1
IND|02/14/2021|1
IND|02/21/2021|1
IND|02/28/2021|2
IND|03/07/2021|2
IND|03/14/2021|3
IND|03/21/2021|4
IND|03/28/2021|6
IND|04/04/2021|7
IND|04/11/2021|9
IND|04/18/2021|10
IND|04/25/2021|11
IND|05/02/2021|12
IND|05/09/2021|13
IND|05/16/2021|14
IND|05/23/2021|14
IRL|01/03/2021|0
IRL|01/10/2021|2
IRL|01/17/2021|2
IRL|01/24/2021|3
IRL|01/31/2021|5
IRL|02/07/2021|5
IRL|02/14/2021|7
IRL|02/21/2021|9
IRL|02/28/2021|11
IRL|03/07/2021|12
IRL|03/14/2021|14
IRL|03/21/2021|16
IRL|03/28/2021|19
IRL|04/04/2021|21
IRL|04/11/2021|24
IRL|04/18/2021|28
IRL|04/25/2021|32
IRL|05/02/2021|37
IRL|05/09/2021|39
IRL|05/16/2021|
IRL|05/23/2021|48
IRN|02/07/2021|0
IRN|02/14/2021|0
IRN|02/21/2021|
IRN|02/28/2021|
IRN|03/07/2021|
IRN|03/14/2021|0
IRN|03/21/2021|0
IRN|03/28/2021|
IRN|04/04/2021|
IRN|04/11/2021|1
IRN|04/18/2021|1
IRN|04/25/2021|1
IRN|05/02/2021|2
IRN|05/09/2021|2
IRN|05/16/2021|3
IRN|05/23/2021|4
IRQ|02/28/2021|0
IRQ|03/07/2021|
IRQ|03/14/2021|
IRQ|03/21/2021|
IRQ|03/28/2021|0
IRQ|04/04/2021|0
IRQ|04/11/2021|0
IRQ|04/18/2021|1
IRQ|04/25/2021|
IRQ|05/02/2021|
IRQ|05/09/2021|1
IRQ|05/16/2021|1
IRQ|05/23/2021|1
ISL|01/03/2021|
ISL|01/10/2021|
ISL|01/17/2021|2
ISL|01/24/2021|5
ISL|01/31/2021|5
ISL|02/07/2021|6
ISL|02/14/2021|8
ISL|02/21/2021|9
ISL|02/28/2021|12
ISL|03/07/2021|14
ISL|03/14/2021|15
ISL|03/21/2021|18
ISL|03/28/2021|22
ISL|04/04/2021|25
ISL|04/11/2021|29
ISL|04/18/2021|33
ISL|04/25/2021|43
ISL|05/02/2021|54
ISL|05/09/2021|60
ISL|05/16/2021|68
ISL|05/23/2021|68
ISR|01/03/2021|22
ISR|01/10/2021|28
ISR|01/17/2021|42
ISR|01/24/2021|56
ISR|01/31/2021|64
ISR|02/07/2021|73
ISR|02/14/2021|83
ISR|02/21/2021|93
ISR|02/28/2021|100
ISR|03/07/2021|106
ISR|03/14/2021|112
ISR|03/21/2021|115
ISR|03/28/2021|117
ISR|04/04/2021|118
ISR|04/11/2021|119
ISR|04/18/2021|120
ISR|04/25/2021|121
ISR|05/02/2021|121
ISR|05/09/2021|122
ISR|05/16/2021|122
ISR|05/23/2021|122
ITA|01/03/2021|1
ITA|01/10/2021|2
ITA|01/17/2021|2
ITA|01/24/2021|3
ITA|01/31/2021|4
ITA|02/07/2021|5
ITA|02/14/2021|6
ITA|02/21/2021|7
ITA|02/28/2021|9
ITA|03/07/2021|11
ITA|03/14/2021|13
ITA|03/21/2021|16
ITA|03/28/2021|18
ITA|04/04/2021|22
ITA|04/11/2021|25
ITA|04/18/2021|29
ITA|04/25/2021|34
ITA|05/02/2021|39
ITA|05/09/2021|45
ITA|05/16/2021|51
ITA|05/23/2021|54
JAM|03/07/2021|0
JAM|03/14/2021|1
JAM|03/21/2021|1
JAM|03/28/2021|1
JAM|04/04/2021|2
JAM|04/11/2021|5
JAM|04/18/2021|
JAM|04/25/2021|
JAM|05/02/2021|
JAM|05/09/2021|5
JAM|05/16/2021|6
JEY|03/14/2021|45
JEY|03/21/2021|52
JEY|03/28/2021|59
JEY|04/04/2021|67
JEY|04/11/2021|70
JEY|04/18/2021|76
JEY|04/25/2021|82
JEY|05/02/2021|87
JEY|05/09/2021|94
JEY|05/16/2021|99
JOR|01/10/2021|0
JOR|01/17/2021|0
JOR|01/24/2021|
JOR|01/31/2021|0
JOR|02/07/2021|
JOR|02/14/2021|
JOR|02/21/2021|1
JOR|02/28/2021|
JOR|03/07/2021|
JOR|03/14/2021|2
JOR|03/21/2021|3
JOR|03/28/2021|4
JOR|04/04/2021|5
JOR|04/11/2021|7
JOR|04/18/2021|7
JOR|04/25/2021|9
JOR|05/02/2021|11
JOR|05/09/2021|
JOR|05/16/2021|14
JOR|05/23/2021|17
JPN|02/14/2021|0
JPN|02/21/2021|0
JPN|02/28/2021|0
JPN|03/07/2021|0
JPN|03/14/2021|0
JPN|03/21/2021|1
JPN|03/28/2021|1
JPN|04/04/2021|1
JPN|04/11/2021|1
JPN|04/18/2021|2
JPN|04/25/2021|3
JPN|05/02/2021|3
JPN|05/09/2021|4
JPN|05/16/2021|6
JPN|05/23/2021|8
KAZ|01/31/2021|0
KAZ|02/07/2021|0
KAZ|02/14/2021|
KAZ|02/21/2021|0
KAZ|02/28/2021|
KAZ|03/07/2021|
KAZ|03/14/2021|1
KAZ|03/21/2021|
KAZ|03/28/2021|
KAZ|04/04/2021|2
KAZ|04/11/2021|2
KAZ|04/18/2021|5
KAZ|04/25/2021|8
KAZ|05/02/2021|12
KAZ|05/09/2021|14
KAZ|05/16/2021|15
KAZ|05/23/2021|16
KEN|02/28/2021|0
KEN|03/07/2021|0
KEN|03/14/2021|0
KEN|03/21/2021|0
KEN|03/28/2021|0
KEN|04/04/2021|1
KEN|04/11/2021|1
KEN|04/18/2021|1
KEN|04/25/2021|2
KEN|05/02/2021|
KEN|05/09/2021|2
KEN|05/16/2021|2
KEN|05/23/2021|2
KGZ|03/28/2021|0
KGZ|04/04/2021|0
KGZ|04/11/2021|0
KGZ|04/18/2021|
KGZ|04/25/2021|0
KGZ|05/02/2021|
KGZ|05/09/2021|1
KGZ|05/16/2021|1
KHM|02/07/2021|0
KHM|02/14/2021|0
KHM|02/21/2021|0
KHM|02/28/2021|1
KHM|03/07/2021|2
KHM|03/14/2021|3
KHM|03/21/2021|3
KHM|03/28/2021|5
KHM|04/04/2021|7
KHM|04/11/2021|9
KHM|04/18/2021|12
KHM|04/25/2021|14
KHM|05/02/2021|17
KHM|05/09/2021|19
KHM|05/16/2021|23
KHM|05/23/2021|25
KNA|02/21/2021|0
KNA|02/28/2021|
KNA|03/07/2021|
KNA|03/14/2021|14
KNA|03/21/2021|16
KNA|03/28/2021|
KNA|04/04/2021|20
KNA|04/11/2021|22
KNA|04/18/2021|22
KNA|04/25/2021|
KNA|05/02/2021|25
KNA|05/09/2021|29
KNA|05/16/2021|40
KOR|02/21/2021|0
KOR|02/28/2021|1
KOR|03/07/2021|1
KOR|03/14/2021|1
KOR|03/21/2021|2
KOR|03/28/2021|2
KOR|04/04/2021|2
KOR|04/11/2021|3
KOR|04/18/2021|5
KOR|04/25/2021|7
KOR|05/02/2021|8
KOR|05/09/2021|9
KOR|05/16/2021|11
KOR|05/23/2021|12
KWT|01/03/2021|
KWT|01/10/2021|
KWT|01/17/2021|
KWT|01/24/2021|1
KWT|01/31/2021|
KWT|02/07/2021|
KWT|02/14/2021|4
KWT|02/21/2021|
KWT|02/28/2021|
KWT|03/07/2021|8
KWT|03/14/2021|
KWT|03/21/2021|13
KWT|03/28/2021|14
KWT|04/04/2021|
KWT|04/11/2021|
KWT|04/18/2021|20
KWT|04/25/2021|23
KWT|05/02/2021|34
KWT|05/09/2021|
KWT|05/16/2021|43
LAO|03/14/2021|1
LAO|03/21/2021|
LAO|03/28/2021|
LAO|04/04/2021|
LAO|04/11/2021|2
LAO|04/18/2021|2
LAO|04/25/2021|3
LAO|05/02/2021|
LAO|05/09/2021|8
LAO|05/16/2021|10
LAO|05/23/2021|10
LBN|02/07/2021|0
LBN|02/14/2021|0
LBN|02/21/2021|1
LBN|02/28/2021|1
LBN|03/07/2021|1
LBN|03/14/2021|2
LBN|03/21/2021|3
LBN|03/28/2021|3
LBN|04/04/2021|4
LBN|04/11/2021|5
LBN|04/18/2021|6
LBN|04/25/2021|7
LBN|05/02/2021|7
LBN|05/09/2021|9
LBN|05/16/2021|10
LBN|05/23/2021|10
LBR|05/09/2021|1
LBR|05/16/2021|1
LBR|05/23/2021|1
LBY|04/11/2021|0
LBY|04/18/2021|
LBY|04/25/2021|
LBY|05/02/2021|
LBY|05/09/2021|2
LCA|02/14/2021|0
LCA|02/21/2021|
LCA|02/28/2021|1
LCA|03/07/2021|9
LCA|03/14/2021|11
LCA|03/21/2021|
LCA|03/28/2021|12
LCA|04/04/2021|13
LCA|04/11/2021|13
LCA|04/18/2021|13
LCA|04/25/2021|13
LCA|05/02/2021|
LCA|05/09/2021|
LCA|05/16/2021|25
LCA|05/23/2021|25
LIE|01/03/2021|0
LIE|01/10/2021|0
LIE|01/17/2021|1
LIE|01/24/2021|2
LIE|01/31/2021|2
LIE|02/07/2021|3
LIE|02/14/2021|5
LIE|02/21/2021|7
LIE|02/28/2021|8
LIE|03/07/2021|10
LIE|03/14/2021|11
LIE|03/21/2021|14
LIE|03/28/2021|17
LIE|04/04/2021|19
LIE|04/11/2021|23
LIE|04/18/2021|30
LIE|04/25/2021|34
LIE|05/02/2021|38
LIE|05/09/2021|43
LIE|05/16/2021|50
LIE|05/23/2021|50
LKA|01/24/2021|0
LKA|01/31/2021|1
LKA|02/07/2021|1
LKA|02/14/2021|1
LKA|02/21/2021|2
LKA|02/28/2021|3
LKA|03/07/2021|4
LKA|03/14/2021|4
LKA|03/21/2021|4
LKA|03/28/2021|4
LKA|04/04/2021|4
LKA|04/11/2021|4
LKA|04/18/2021|
LKA|04/25/2021|5
LKA|05/02/2021|5
LKA|05/09/2021|6
LKA|05/16/2021|8
LKA|05/23/2021|8
LSO|03/07/2021|0
LSO|03/14/2021|
LSO|03/21/2021|
LSO|03/28/2021|
LSO|04/04/2021|
LSO|04/11/2021|1
LSO|04/18/2021|
LSO|04/25/2021|
LSO|05/02/2021|
LSO|05/09/2021|
LSO|05/16/2021|2
LTU|01/03/2021|1
LTU|01/10/2021|2
LTU|01/17/2021|3
LTU|01/24/2021|3
LTU|01/31/2021|5
LTU|02/07/2021|6
LTU|02/14/2021|7
LTU|02/21/2021|9
LTU|02/28/2021|11
LTU|03/07/2021|13
LTU|03/14/2021|15
LTU|03/21/2021|18
LTU|03/28/2021|21
LTU|04/04/2021|25
LTU|04/11/2021|29
LTU|04/18/2021|32
LTU|04/25/2021|37
LTU|05/02/2021|43
LTU|05/09/2021|48
LTU|05/16/2021|54
LTU|05/23/2021|56
LUX|01/03/2021|
LUX|01/10/2021|1
LUX|01/17/2021|1
LUX|01/24/2021|2
LUX|01/31/2021|3
LUX|02/07/2021|3
LUX|02/14/2021|5
LUX|02/21/2021|6
LUX|02/28/2021|7
LUX|03/07/2021|9
LUX|03/14/2021|11
LUX|03/21/2021|13
LUX|03/28/2021|16
LUX|04/04/2021|19
LUX|04/11/2021|25
LUX|04/18/2021|28
LUX|04/25/2021|31
LUX|05/02/2021|36
LUX|05/09/2021|43
LUX|05/16/2021|49
LUX|05/23/2021|52
LVA|01/03/2021|0
LVA|01/10/2021|1
LVA|01/17/2021|1
LVA|01/24/2021|1
LVA|01/31/2021|2
LVA|02/07/2021|2
LVA|02/14/2021|2
LVA|02/21/2021|3
LVA|02/28/2021|4
LVA|03/07/2021|5
LVA|03/14/2021|5
LVA|03/21/2021|7
LVA|03/28/2021|8
LVA|04/04/2021|10
LVA|04/11/2021|11
LVA|04/18/2021|14
LVA|04/25/2021|17
LVA|05/02/2021|22
LVA|05/09/2021|27
LVA|05/16/2021|33
LVA|05/23/2021|35
MAC|02/07/2021|0
MAC|02/14/2021|0
MAC|02/21/2021|2
MAC|02/28/2021|3
MAC|03/07/2021|4
MAC|03/14/2021|5
MAC|03/21/2021|7
MAC|03/28/2021|8
MAC|04/04/2021|10
MAC|04/11/2021|12
MAC|04/18/2021|14
MAC|04/25/2021|16
MAC|05/02/2021|18
MAC|05/09/2021|20
MAC|05/16/2021|23
MAC|05/23/2021|24
MAR|01/24/2021|0
MAR|01/31/2021|1
MAR|02/07/2021|4
MAR|02/14/2021|7
MAR|02/21/2021|10
MAR|02/28/2021|12
MAR|03/07/2021|15
MAR|03/14/2021|18
MAR|03/21/2021|21
MAR|03/28/2021|22
MAR|04/04/2021|23
MAR|04/11/2021|24
MAR|04/18/2021|24
MAR|04/25/2021|25
MAR|05/02/2021|27
MAR|05/09/2021|29
MAR|05/16/2021|34
MAR|05/23/2021|36
MCO|01/03/2021|
MCO|01/10/2021|
MCO|01/17/2021|6
MCO|01/24/2021|
MCO|01/31/2021|
MCO|02/07/2021|
MCO|02/14/2021|
MCO|02/21/2021|
MCO|02/28/2021|40
MCO|03/07/2021|
MCO|03/14/2021|46
MCO|03/21/2021|
MCO|03/28/2021|52
MCO|04/04/2021|
MCO|04/11/2021|58
MCO|04/18/2021|62
MCO|04/25/2021|64
MCO|05/02/2021|66
MCO|05/09/2021|
MCO|05/16/2021|73
MDA|02/28/2021|0
MDA|03/07/2021|0
MDA|03/14/2021|0
MDA|03/21/2021|1
MDA|03/28/2021|1
MDA|04/04/2021|1
MDA|04/11/2021|2
MDA|04/18/2021|3
MDA|04/25/2021|4
MDA|05/02/2021|5
MDA|05/09/2021|6
MDA|05/16/2021|7
MDA|05/23/2021|9
MDG|05/09/2021|0
MDG|05/16/2021|0
MDG|05/23/2021|0
MDV|01/31/2021|1
MDV|02/07/2021|6
MDV|02/14/2021|13
MDV|02/21/2021|20
MDV|02/28/2021|27
MDV|03/07/2021|37
MDV|03/14/2021|40
MDV|03/21/2021|43
MDV|03/28/2021|45
MDV|04/04/2021|52
MDV|04/11/2021|59
MDV|04/18/2021|68
MDV|04/25/2021|74
MDV|05/02/2021|80
MDV|05/09/2021|82
MDV|05/16/2021|85
MDV|05/23/2021|87
MEX|01/03/2021|0
MEX|01/10/2021|0
MEX|01/17/2021|0
MEX|01/24/2021|1
MEX|01/31/2021|1
MEX|02/07/2021|1
MEX|02/14/2021|1
MEX|02/21/2021|2
MEX|02/28/2021|2
MEX|03/07/2021|3
MEX|03/14/2021|4
MEX|03/21/2021|5
MEX|03/28/2021|7
MEX|04/04/2021|9
MEX|04/11/2021|11
MEX|04/18/2021|13
MEX|04/25/2021|14
MEX|05/02/2021|16
MEX|05/09/2021|17
MEX|05/16/2021|21
MEX|05/23/2021|21
MKD|02/14/2021|0
MKD|02/21/2021|
MKD|02/28/2021|
MKD|03/07/2021|
MKD|03/14/2021|0
MKD|03/21/2021|
MKD|03/28/2021|0
MKD|04/04/2021|1
MKD|04/11/2021|2
MKD|04/18/2021|2
MKD|04/25/2021|3
MKD|05/02/2021|5
MKD|05/09/2021|10
MKD|05/16/2021|12
MKD|05/23/2021|13
MLI|03/28/2021|0
MLI|04/04/2021|
MLI|04/11/2021|0
MLI|04/18/2021|
MLI|04/25/2021|0
MLI|05/02/2021|
MLI|05/09/2021|0
MLI|05/16/2021|0
MLT|01/17/2021|4
MLT|01/24/2021|6
MLT|01/31/2021|9
MLT|02/07/2021|11
MLT|02/14/2021|14
MLT|02/21/2021|18
MLT|02/28/2021|22
MLT|03/07/2021|27
MLT|03/14/2021|32
MLT|03/21/2021|40
MLT|03/28/2021|48
MLT|04/04/2021|55
MLT|04/11/2021|62
MLT|04/18/2021|71
MLT|04/25/2021|77
MLT|05/02/2021|85
MLT|05/09/2021|95
MLT|05/16/2021|106
MLT|05/23/2021|113
MMR|01/24/2021|0
MMR|01/31/2021|1
MMR|02/07/2021|
MMR|02/14/2021|
MMR|02/21/2021|
MMR|02/28/2021|
MMR|03/07/2021|
MMR|03/14/2021|
MMR|03/21/2021|
MMR|03/28/2021|2
MMR|04/04/2021|
MMR|04/11/2021|
MMR|04/18/2021|3
MMR|04/25/2021|
MMR|05/02/2021|5
MMR|05/09/2021|6
MNE|02/14/2021|0
MNE|02/21/2021|0
MNE|02/28/2021|0
MNE|03/07/2021|1
MNE|03/14/2021|1
MNE|03/21/2021|3
MNE|03/28/2021|4
MNE|04/04/2021|7
MNE|04/11/2021|8
MNE|04/18/2021|9
MNE|04/25/2021|10
MNE|05/02/2021|16
MNE|05/09/2021|22
MNE|05/16/2021|25
MNE|05/23/2021|29
MNG|02/21/2021|0
MNG|02/28/2021|0
MNG|03/07/2021|3
MNG|03/14/2021|6
MNG|03/21/2021|8
MNG|03/28/2021|10
MNG|04/04/2021|18
MNG|04/11/2021|
MNG|04/18/2021|20
MNG|04/25/2021|40
MNG|05/02/2021|66
MNG|05/09/2021|74
MNG|05/16/2021|79
MNG|05/23/2021|85
MOZ|03/07/2021|0
MOZ|03/14/2021|
MOZ|03/21/2021|0
MOZ|03/28/2021|
MOZ|04/04/2021|
MOZ|04/11/2021|
MOZ|04/18/2021|
MOZ|04/25/2021|
MOZ|05/02/2021|
MOZ|05/09/2021|1
MOZ|05/16/2021|1
MRT|03/21/2021|0
MRT|03/28/2021|0
MRT|04/04/2021|0
MRT|04/11/2021|
MRT|04/18/2021|0
MRT|04/25/2021|
MRT|05/02/2021|
MRT|05/09/2021|0
MRT|05/16/2021|1
MRT|05/23/2021|1
MSR|02/07/2021|0
MSR|02/14/2021|
MSR|02/21/2021|13
MSR|02/28/2021|
MSR|03/07/2021|19
MSR|03/14/2021|26
MSR|03/21/2021|
MSR|03/28/2021|31
MSR|04/04/2021|
MSR|04/11/2021|35
MSR|04/18/2021|38
MSR|04/25/2021|
MSR|05/02/2021|
MSR|05/09/2021|
MSR|05/16/2021|49
MUS|01/24/2021|0
MUS|01/31/2021|0
MUS|02/07/2021|
MUS|02/14/2021|0
MUS|02/21/2021|
MUS|02/28/2021|
MUS|03/07/2021|
MUS|03/14/2021|
MUS|03/21/2021|9
MUS|03/28/2021|
MUS|04/04/2021|
MUS|04/11/2021|
MUS|04/18/2021|
MUS|04/25/2021|
MUS|05/02/2021|
MUS|05/09/2021|17
MWI|03/14/2021|0
MWI|03/21/2021|1
MWI|03/28/2021|1
MWI|04/04/2021|1
MWI|04/11/2021|1
MWI|04/18/2021|1
MWI|04/25/2021|2
MWI|05/02/2021|2
MWI|05/09/2021|2
MWI|05/16/2021|2
MWI|05/23/2021|2
MYS|02/21/2021|0
MYS|02/28/2021|0
MYS|03/07/2021|1
MYS|03/14/2021|1
MYS|03/21/2021|2
MYS|03/28/2021|2
MYS|04/04/2021|3
MYS|04/11/2021|4
MYS|04/18/2021|4
MYS|04/25/2021|4
MYS|05/02/2021|5
MYS|05/09/2021|6
MYS|05/16/2021|8
MYS|05/23/2021|8
NAM|03/14/2021|0
NAM|03/21/2021|0
NAM|03/28/2021|0
NAM|04/04/2021|0
NAM|04/11/2021|0
NAM|04/18/2021|0
NAM|04/25/2021|1
NAM|05/02/2021|2
NAM|05/09/2021|2
NAM|05/16/2021|3
NAM|05/23/2021|3
NCL|01/31/2021|0
NCL|02/07/2021|1
NCL|02/14/2021|1
NCL|02/21/2021|2
NCL|02/28/2021|
NCL|03/07/2021|3
NCL|03/14/2021|6
NCL|03/21/2021|8
NCL|03/28/2021|10
NCL|04/04/2021|13
NCL|04/11/2021|15
NCL|04/18/2021|19
NCL|04/25/2021|21
NCL|05/02/2021|24
NCL|05/09/2021|26
NCL|05/16/2021|28
NCL|05/23/2021|30
NER|03/28/2021|0
NER|04/04/2021|
NER|04/11/2021|0
NER|04/18/2021|
NER|04/25/2021|
NER|05/02/2021|
NER|05/09/2021|0
NER|05/16/2021|1
NER|05/23/2021|1
NGA|02/28/2021|0
NGA|03/07/2021|
NGA|03/14/2021|0
NGA|03/21/2021|0
NGA|03/28/2021|0
NGA|04/04/2021|0
NGA|04/11/2021|1
NGA|04/18/2021|1
NGA|04/25/2021|1
NGA|05/02/2021|1
NGA|05/09/2021|1
NGA|05/16/2021|1
NGA|05/23/2021|1
NIC|02/28/2021|0
NIC|03/07/2021|
NIC|03/14/2021|
NIC|03/21/2021|
NIC|03/28/2021|
NIC|04/04/2021|
NIC|04/11/2021|1
NIC|04/18/2021|2
NIC|04/25/2021|
NIC|05/02/2021|3
NIC|05/09/2021|
NIC|05/16/2021|3
NLD|01/10/2021|0
NLD|01/17/2021|0
NLD|01/24/2021|1
NLD|01/31/2021|2
NLD|02/07/2021|3
NLD|02/14/2021|5
NLD|02/21/2021|6
NLD|02/28/2021|8
NLD|03/07/2021|10
NLD|03/14/2021|12
NLD|03/21/2021|13
NLD|03/28/2021|14
NLD|04/04/2021|17
NLD|04/11/2021|21
NLD|04/18/2021|26
NLD|04/25/2021|29
NLD|05/02/2021|33
NLD|05/09/2021|38
NLD|05/16/2021|44
NLD|05/23/2021|50
NOR|01/03/2021|0
NOR|01/10/2021|1
NOR|01/17/2021|2
NOR|01/24/2021|2
NOR|01/31/2021|4
NOR|02/07/2021|6
NOR|02/14/2021|7
NOR|02/21/2021|9
NOR|02/28/2021|11
NOR|03/07/2021|13
NOR|03/14/2021|14
NOR|03/21/2021|17
NOR|03/28/2021|19
NOR|04/04/2021|22
NOR|04/11/2021|25
NOR|04/18/2021|28
NOR|04/25/2021|33
NOR|05/02/2021|36
NOR|05/09/2021|40
NOR|05/16/2021|44
NOR|05/23/2021|46
NPL|01/24/2021|0
NPL|01/31/2021|1
NPL|02/07/2021|
NPL|02/14/2021|1
NPL|02/21/2021|
NPL|02/28/2021|
NPL|03/07/2021|
NPL|03/14/2021|5
NPL|03/21/2021|
NPL|03/28/2021|
NPL|04/04/2021|6
NPL|04/11/2021|7
NPL|04/18/2021|7
NPL|04/25/2021|7
NPL|05/02/2021|8
NPL|05/09/2021|
NPL|05/16/2021|9
NPL|05/23/2021|9
NRU|04/04/2021|2
NRU|04/11/2021|
NRU|04/18/2021|6
NRU|04/25/2021|
NRU|05/02/2021|
NRU|05/09/2021|
NRU|05/16/2021|68
NZL|02/14/2021|0
NZL|02/21/2021|0
NZL|02/28/2021|0
NZL|03/07/2021|0
NZL|03/14/2021|1
NZL|03/21/2021|1
NZL|03/28/2021|2
NZL|04/04/2021|2
NZL|04/11/2021|4
NZL|04/18/2021|5
NZL|04/25/2021|6
NZL|05/02/2021|8
NZL|05/09/2021|9
NZL|05/16/2021|11
NZL|05/23/2021|12
OMN|01/03/2021|0
OMN|01/10/2021|0
OMN|01/17/2021|1
OMN|01/24/2021|1
OMN|01/31/2021|
OMN|02/07/2021|1
OMN|02/14/2021|1
OMN|02/21/2021|1
OMN|02/28/2021|
OMN|03/07/2021|2
OMN|03/14/2021|2
OMN|03/21/2021|3
OMN|03/28/2021|3
OMN|04/04/2021|3
OMN|04/11/2021|4
OMN|04/18/2021|5
OMN|04/25/2021|
OMN|05/02/2021|
OMN|05/09/2021|
OMN|05/16/2021|6
OWID_AFR|01/03/2021|0
OWID_AFR|01/10/2021|0
OWID_AFR|01/17/2021|0
OWID_AFR|01/24/2021|0
OWID_AFR|01/31/2021|0
OWID_AFR|02/07/2021|0
OWID_AFR|02/14/2021|0
OWID_AFR|02/21/2021|0
OWID_AFR|02/28/2021|0
OWID_AFR|03/07/2021|1
OWID_AFR|03/14/2021|1
OWID_AFR|03/21/2021|1
OWID_AFR|03/28/2021|1
OWID_AFR|04/04/2021|1
OWID_AFR|04/11/2021|1
OWID_AFR|04/18/2021|1
OWID_AFR|04/25/2021|1
OWID_AFR|05/02/2021|2
OWID_AFR|05/09/2021|2
OWID_AFR|05/16/2021|2
OWID_AFR|05/23/2021|2
OWID_ASI|01/03/2021|0
OWID_ASI|01/10/2021|0
